,team_member_id,department,years_employeed,employee_level,team_leader,access_level
16833,16833,N/A,0,specialist,0,level_4
16170,16170,Human Resources,999,senior,0,level_1
1111,1111,Operation Research,0,senior,0,level_5
24345,24345,Product Management,8,specialist,0,level_5
19972,19972,IT,4,associate,1,level_5
21693,21693,N/A,2,associate,0,N/A
18594,18594,Customer Support,3,senior,0,level_4
18214,18214,N/A,1,,0,level_4
17135,17135,Product Management,6,junior,0,level_2
28441,28441,,2,specialist,1,N/A
5036,5036,Product Management,9,,0,level_1
27553,27553,IT,999,specialist,0,level_5
2240,2240,Customer Support,9,,0,N/A
28786,28786,Product Management,9,specialist,0,level_4
12800,12800,Customer Support,999,,0,level_4
23109,23109,Operation Research,5,junior,0,level_1
4682,4682,Human Resources,1,associate,0,level_3
8128,8128,Operation Research,5,N/A,0,N/A
20062,20062,Human Resources,6,junior,0,level_5
4584,4584,N/A,9,,0,level_5
25593,25593,,8,N/A,0,level_4
28817,28817,Data Science,999,N/A,0,level_5
9094,9094,Operation Research,8,N/A,0,N/A
20704,20704,IT,6,senior,0,level_4
12948,12948,Product Management,999,junior,0,
13747,13747,Customer Support,4,specialist,0,level_4
2305,2305,Customer Support,5,associate,0,level_4
26066,26066,IT,9,associate,0,level_5
14594,14594,IT,999,senior,0,level_1
26144,26144,Product Management,0,associate,0,
29920,29920,Data Science,999,N/A,0,level_3
2624,2624,Customer Support,5,associate,0,level_2
19111,19111,,1,N/A,0,
10022,10022,N/A,-1,senior,1,level_3
29257,29257,N/A,1,N/A,0,level_5
8311,8311,,2,N/A,0,level_4
22995,22995,Human Resources,7,,0,N/A
4732,4732,Human Resources,0,N/A,0,level_5
8077,8077,Operation Research,-1,N/A,0,N/A
9616,9616,IT,1,senior,0,level_5
15600,15600,N/A,7,associate,0,level_2
24427,24427,Data Science,9,senior,0,N/A
15367,15367,Human Resources,-1,senior,0,level_3
10180,10180,N/A,7,specialist,0,level_4
21796,21796,,3,N/A,0,level_3
14960,14960,N/A,0,,0,level_2
10742,10742,N/A,9,N/A,0,level_3
12917,12917,Operation Research,-1,associate,0,level_3
25867,25867,N/A,9,junior,0,level_5
25415,25415,Customer Support,4,,1,
27419,27419,Operation Research,0,specialist,0,level_5
1817,1817,N/A,0,N/A,0,level_4
25706,25706,Customer Support,1,senior,0,level_4
3048,3048,,8,N/A,0,level_5
24169,24169,IT,7,specialist,0,level_1
12415,12415,Operation Research,3,specialist,0,level_3
16025,16025,Operation Research,2,specialist,0,level_2
11923,11923,Data Science,0,specialist,0,level_1
29084,29084,IT,6,specialist,0,level_3
11686,11686,,7,associate,0,level_3
16797,16797,Product Management,7,specialist,0,
10339,10339,Product Management,1,senior,0,level_4
14494,14494,,5,,0,level_1
17348,17348,Customer Support,7,associate,0,
9491,9491,Product Management,2,junior,1,N/A
28401,28401,IT,1,junior,0,N/A
25471,25471,Human Resources,7,junior,0,level_3
14455,14455,Data Science,8,N/A,0,level_2
13076,13076,Product Management,5,senior,0,level_5
3205,3205,,5,N/A,0,level_5
10460,10460,Human Resources,4,specialist,0,N/A
13942,13942,Human Resources,7,,0,level_5
1183,1183,,8,N/A,0,
23576,23576,Data Science,7,associate,0,level_2
22736,22736,Customer Support,8,,0,level_2
16563,16563,Product Management,9,N/A,0,level_4
25982,25982,N/A,9,,0,level_5
7441,7441,Data Science,2,,0,
29708,29708,Product Management,2,associate,0,level_3
11919,11919,N/A,9,associate,0,level_2
14793,14793,Data Science,9,junior,0,level_4
9939,9939,N/A,0,associate,0,
8028,8028,N/A,3,,0,level_1
24166,24166,IT,7,,1,level_1
27486,27486,IT,9,senior,0,N/A
3952,3952,Human Resources,8,N/A,1,level_4
469,469,Human Resources,0,specialist,0,level_2
17903,17903,,0,specialist,0,level_5
4060,4060,N/A,999,specialist,0,N/A
27218,27218,,0,,0,
13101,13101,Customer Support,8,,0,level_5
1646,1646,Customer Support,1,,0,level_4
28222,28222,Data Science,4,junior,0,level_1
10979,10979,Customer Support,3,senior,0,level_3
20653,20653,IT,2,senior,0,level_1
6919,6919,IT,1,junior,0,level_4
4521,4521,IT,1,associate,0,
13727,13727,Customer Support,1,specialist,0,
28289,28289,Operation Research,8,associate,0,level_2
8698,8698,Operation Research,999,associate,0,
8907,8907,N/A,7,associate,0,level_5
16215,16215,,999,junior,0,level_2
24317,24317,IT,2,,0,level_5
2016,2016,Operation Research,7,specialist,0,level_2
12816,12816,,8,,1,level_1
9439,9439,Product Management,1,N/A,0,N/A
14955,14955,IT,3,associate,0,
24433,24433,Customer Support,4,associate,0,level_3
3850,3850,Human Resources,3,associate,0,
17822,17822,,9,junior,0,
27656,27656,Human Resources,3,junior,0,
19562,19562,N/A,7,specialist,0,level_3
22931,22931,Product Management,7,N/A,0,level_4
19949,19949,Human Resources,3,associate,0,N/A
24092,24092,IT,0,,0,level_4
5423,5423,,9,junior,1,level_3
6876,6876,Product Management,5,junior,1,level_1
16036,16036,,2,,0,level_2
17874,17874,Data Science,9,senior,0,level_3
203,203,Product Management,-1,N/A,0,N/A
12353,12353,Customer Support,8,senior,0,N/A
15984,15984,Human Resources,5,junior,1,level_3
626,626,IT,3,N/A,0,level_4
23469,23469,Human Resources,999,associate,1,
27247,27247,Data Science,1,junior,0,level_5
15523,15523,N/A,6,,0,N/A
1857,1857,,-1,N/A,0,level_1
29016,29016,Operation Research,1,senior,0,level_4
13772,13772,Human Resources,5,senior,0,level_1
4454,4454,Human Resources,2,junior,0,level_5
22608,22608,Customer Support,0,N/A,0,level_5
12677,12677,Product Management,2,specialist,0,level_2
271,271,Human Resources,3,specialist,0,level_3
12714,12714,N/A,0,,0,N/A
5991,5991,,1,junior,0,N/A
15569,15569,Data Science,8,associate,0,level_3
10335,10335,Human Resources,1,junior,0,level_1
4813,4813,Data Science,2,specialist,1,level_5
1536,1536,Customer Support,6,senior,0,level_5
3405,3405,Operation Research,2,junior,0,level_2
18684,18684,Operation Research,6,senior,0,
5814,5814,Human Resources,8,,1,level_2
8805,8805,Customer Support,3,,0,
849,849,Data Science,9,associate,0,N/A
17284,17284,Product Management,6,senior,0,
14288,14288,Customer Support,2,,0,N/A
5996,5996,Data Science,7,N/A,0,N/A
11365,11365,Operation Research,2,,0,level_1
16647,16647,,0,junior,0,N/A
28912,28912,Product Management,3,,0,N/A
27460,27460,Product Management,3,specialist,0,level_4
24325,24325,Human Resources,8,senior,0,
24980,24980,Customer Support,-1,associate,0,N/A
16106,16106,Customer Support,9,N/A,0,level_3
14617,14617,Operation Research,0,associate,0,level_5
20290,20290,IT,999,,0,level_3
10709,10709,Customer Support,7,,0,level_1
22378,22378,Operation Research,5,senior,0,level_3
23236,23236,Operation Research,5,specialist,1,level_5
11001,11001,Customer Support,2,N/A,0,level_4
16684,16684,N/A,999,associate,0,level_2
5105,5105,Product Management,1,,0,level_1
6460,6460,Data Science,6,senior,0,
8609,8609,,0,associate,1,level_1
29161,29161,Data Science,0,associate,0,N/A
4339,4339,Customer Support,7,junior,0,
5922,5922,IT,6,N/A,1,N/A
14235,14235,Human Resources,6,specialist,0,
18750,18750,Data Science,0,junior,0,level_4
25358,25358,Product Management,8,junior,0,N/A
24543,24543,Product Management,0,,0,
6999,6999,Human Resources,5,senior,0,
12855,12855,Customer Support,4,junior,0,level_2
16692,16692,Human Resources,2,junior,0,level_3
29969,29969,Data Science,3,senior,0,level_1
26711,26711,Product Management,7,senior,1,level_4
15461,15461,Operation Research,9,junior,1,level_1
14620,14620,IT,4,senior,0,level_5
7388,7388,IT,1,senior,0,
20278,20278,Customer Support,8,associate,0,level_2
9755,9755,Data Science,-1,,1,level_1
7197,7197,,5,senior,0,level_3
19552,19552,,5,specialist,0,level_1
4165,4165,Operation Research,3,,0,level_2
28841,28841,Operation Research,5,,1,level_5
17981,17981,Product Management,0,junior,0,level_1
20749,20749,Human Resources,0,junior,0,level_5
972,972,Product Management,999,associate,1,level_2
19263,19263,Operation Research,8,specialist,0,level_4
26750,26750,Product Management,-1,,0,level_2
19382,19382,N/A,4,associate,1,level_2
17288,17288,Human Resources,2,specialist,1,level_4
12879,12879,,3,specialist,0,level_2
14668,14668,N/A,7,junior,0,N/A
23174,23174,N/A,8,associate,0,level_5
7866,7866,Data Science,4,specialist,0,level_1
2933,2933,N/A,8,associate,0,N/A
14067,14067,N/A,999,specialist,0,level_5
25458,25458,,8,junior,0,level_5
6489,6489,Data Science,8,junior,0,level_1
21125,21125,Customer Support,5,junior,0,level_1
4376,4376,IT,1,N/A,0,level_1
21222,21222,Customer Support,3,N/A,0,N/A
4616,4616,Product Management,0,senior,1,level_4
29117,29117,IT,8,specialist,0,
22239,22239,Data Science,8,senior,0,
27714,27714,Customer Support,4,associate,1,level_3
14496,14496,Customer Support,2,N/A,0,level_4
4392,4392,Customer Support,-1,senior,0,level_3
2051,2051,N/A,9,N/A,0,
15663,15663,Human Resources,999,senior,0,level_1
2590,2590,Data Science,7,senior,0,level_1
28467,28467,Customer Support,0,specialist,0,level_1
23224,23224,Operation Research,-1,N/A,0,level_1
3400,3400,Human Resources,0,,0,level_5
29745,29745,IT,0,associate,0,level_2
29197,29197,Operation Research,4,senior,0,
5119,5119,Product Management,999,,1,level_2
25250,25250,Operation Research,2,senior,0,N/A
15975,15975,IT,4,N/A,1,N/A
1936,1936,Product Management,1,junior,0,level_5
9695,9695,Product Management,1,associate,0,level_2
25598,25598,IT,4,associate,0,level_4
23757,23757,Operation Research,0,senior,0,N/A
6092,6092,Human Resources,4,junior,0,level_5
8857,8857,Data Science,6,junior,0,level_4
512,512,Data Science,2,junior,0,level_4
5217,5217,Product Management,5,specialist,0,
18192,18192,,999,N/A,1,level_3
29152,29152,IT,6,senior,1,level_5
7852,7852,Customer Support,1,associate,0,level_1
26972,26972,N/A,8,junior,1,level_5
23812,23812,IT,7,associate,0,level_2
22153,22153,N/A,3,N/A,0,
2860,2860,IT,4,specialist,0,
5320,5320,Data Science,9,N/A,0,level_5
16770,16770,Operation Research,999,associate,0,N/A
1230,1230,Data Science,5,senior,0,level_3
5383,5383,Customer Support,0,junior,0,level_1
21999,21999,Product Management,3,associate,0,level_3
17987,17987,Operation Research,3,junior,0,
7712,7712,Human Resources,7,associate,0,
24987,24987,IT,4,specialist,0,N/A
2619,2619,Operation Research,5,,0,level_1
17041,17041,,6,,0,level_5
9276,9276,N/A,9,N/A,0,level_2
5315,5315,IT,8,N/A,0,level_5
25395,25395,N/A,5,senior,0,level_1
315,315,,-1,specialist,1,
5420,5420,Data Science,9,associate,1,level_3
28143,28143,Customer Support,2,,1,
2415,2415,N/A,3,senior,1,level_2
9607,9607,Product Management,2,senior,0,level_5
17675,17675,Human Resources,0,junior,0,level_1
21326,21326,,2,junior,0,level_3
7031,7031,Product Management,5,,1,level_3
21119,21119,Operation Research,7,,0,level_1
4417,4417,IT,4,,0,N/A
22951,22951,IT,1,,0,level_1
18279,18279,,8,junior,0,level_1
3752,3752,Human Resources,4,junior,0,level_1
23833,23833,Product Management,5,associate,0,level_1
1082,1082,Customer Support,2,senior,0,level_1
11682,11682,Data Science,2,junior,0,level_5
274,274,,3,N/A,0,level_5
22952,22952,Operation Research,4,junior,0,level_4
28738,28738,IT,8,associate,0,level_3
14349,14349,N/A,3,,0,level_5
27723,27723,Customer Support,3,junior,0,level_4
19665,19665,IT,5,specialist,1,
7411,7411,Product Management,-1,junior,0,level_2
20633,20633,Operation Research,8,,0,level_3
149,149,Customer Support,1,associate,0,
28136,28136,Customer Support,6,associate,0,
550,550,,8,N/A,0,level_3
21572,21572,IT,4,N/A,0,level_5
406,406,Customer Support,7,,0,
29481,29481,Product Management,3,,1,level_5
6603,6603,Data Science,8,specialist,0,N/A
1647,1647,Human Resources,8,associate,0,level_5
17489,17489,Data Science,6,junior,0,level_3
4134,4134,Human Resources,6,,0,level_4
20041,20041,,6,N/A,0,N/A
22794,22794,,7,associate,0,level_2
5498,5498,Product Management,2,associate,0,
25742,25742,N/A,7,associate,0,level_3
28117,28117,N/A,8,specialist,0,
11588,11588,IT,-1,senior,1,level_2
2458,2458,Human Resources,6,associate,0,N/A
23070,23070,Operation Research,4,specialist,0,level_5
1535,1535,N/A,9,specialist,0,level_4
3501,3501,Data Science,3,associate,0,level_1
18216,18216,IT,8,N/A,0,level_5
29312,29312,Product Management,999,,0,level_4
9906,9906,Operation Research,7,senior,0,level_1
27900,27900,Customer Support,8,specialist,0,level_3
18417,18417,IT,9,,0,level_2
20847,20847,Human Resources,8,,0,level_3
4396,4396,Data Science,1,,0,level_4
14728,14728,N/A,-1,N/A,1,level_5
24551,24551,Customer Support,-1,,0,level_5
17971,17971,Product Management,6,,0,level_4
19242,19242,Operation Research,6,junior,0,level_5
10265,10265,,9,,0,
3746,3746,Data Science,2,junior,0,N/A
12033,12033,Human Resources,9,N/A,0,level_5
23414,23414,IT,0,junior,0,level_4
5124,5124,Operation Research,9,specialist,1,level_2
2954,2954,N/A,999,associate,0,level_1
19267,19267,Customer Support,6,associate,0,level_4
10985,10985,IT,5,specialist,0,N/A
2536,2536,Customer Support,6,N/A,0,level_5
11199,11199,Product Management,9,senior,0,level_3
13621,13621,Product Management,0,junior,0,level_4
29498,29498,Product Management,9,junior,0,N/A
29739,29739,Data Science,5,specialist,1,level_5
29712,29712,IT,7,specialist,0,
10896,10896,Product Management,4,senior,1,
28334,28334,Operation Research,0,senior,0,level_3
7700,7700,N/A,-1,,0,level_1
827,827,N/A,3,junior,0,level_3
6305,6305,Human Resources,0,junior,0,level_3
9351,9351,Product Management,0,associate,0,level_4
21286,21286,Human Resources,-1,specialist,1,level_2
13603,13603,Product Management,4,senior,0,level_3
4146,4146,Human Resources,1,specialist,0,level_1
4731,4731,IT,7,,0,level_5
20437,20437,,3,N/A,1,
25081,25081,N/A,0,specialist,0,level_5
9071,9071,Human Resources,8,,0,level_5
16716,16716,,3,N/A,0,level_2
18978,18978,,9,specialist,0,level_2
5324,5324,Human Resources,0,senior,0,
22272,22272,Human Resources,5,specialist,0,
17812,17812,IT,0,,0,
27758,27758,Data Science,8,associate,0,level_3
2808,2808,Data Science,1,N/A,0,N/A
15548,15548,IT,2,junior,0,level_5
286,286,Product Management,3,N/A,0,level_5
10954,10954,,8,,0,level_4
3620,3620,Data Science,5,associate,0,level_2
29353,29353,Human Resources,-1,junior,0,level_3
22698,22698,N/A,7,specialist,0,N/A
22864,22864,N/A,7,senior,0,level_3
1783,1783,N/A,7,,0,level_1
10149,10149,,8,senior,0,N/A
839,839,Data Science,2,N/A,0,level_5
10017,10017,IT,5,senior,0,level_2
917,917,IT,5,associate,0,N/A
29545,29545,,4,specialist,0,level_1
28721,28721,,9,specialist,0,level_2
2039,2039,Product Management,-1,specialist,0,level_4
18066,18066,,6,senior,0,level_5
23888,23888,Operation Research,3,,0,level_2
15887,15887,Customer Support,0,junior,0,level_3
13505,13505,Human Resources,6,specialist,0,level_3
19305,19305,,1,,0,level_3
22536,22536,Operation Research,8,N/A,0,level_1
10003,10003,Human Resources,8,specialist,0,level_2
2102,2102,Human Resources,0,senior,0,level_2
29944,29944,Customer Support,4,specialist,0,
24586,24586,N/A,2,N/A,0,level_4
28597,28597,Human Resources,3,junior,0,level_3
13037,13037,N/A,9,senior,0,level_3
19434,19434,,6,N/A,0,level_4
21564,21564,Human Resources,3,N/A,0,level_3
15618,15618,N/A,2,specialist,0,level_5
7327,7327,Customer Support,6,senior,0,level_1
22850,22850,Data Science,4,senior,0,
21078,21078,,9,junior,0,level_5
27451,27451,,4,associate,0,N/A
29429,29429,Data Science,-1,specialist,0,
8541,8541,IT,3,,0,level_1
14043,14043,IT,5,specialist,0,
5250,5250,N/A,6,senior,0,level_5
29561,29561,Product Management,9,junior,1,level_5
6768,6768,Product Management,8,,0,level_1
10625,10625,IT,0,,0,level_4
22821,22821,Product Management,5,junior,0,N/A
1054,1054,Human Resources,7,junior,0,level_1
20310,20310,Product Management,9,,0,N/A
18731,18731,N/A,1,,0,level_2
16413,16413,Data Science,7,N/A,0,level_1
15146,15146,Operation Research,3,junior,0,level_2
18115,18115,N/A,7,,0,level_3
24441,24441,Product Management,8,senior,0,N/A
17334,17334,Data Science,8,specialist,0,N/A
1658,1658,N/A,8,associate,0,level_5
20279,20279,N/A,6,senior,0,level_3
24080,24080,N/A,6,N/A,0,level_1
19553,19553,Human Resources,3,specialist,0,level_1
15899,15899,N/A,2,specialist,0,level_1
10890,10890,IT,5,,0,level_2
6100,6100,Data Science,3,junior,0,N/A
21637,21637,Customer Support,5,senior,0,level_3
1733,1733,Product Management,2,specialist,0,level_5
27435,27435,Customer Support,1,specialist,0,level_4
13566,13566,Product Management,2,,0,level_4
9372,9372,,6,specialist,0,N/A
27338,27338,Product Management,9,junior,0,level_3
281,281,IT,6,associate,1,level_3
27721,27721,IT,3,,0,level_3
19187,19187,,0,junior,0,N/A
20624,20624,Customer Support,3,N/A,0,level_1
23423,23423,N/A,0,senior,0,level_2
24146,24146,Customer Support,6,senior,0,level_2
15793,15793,N/A,0,,1,level_4
19295,19295,IT,0,associate,0,level_4
6584,6584,N/A,3,senior,0,level_1
9099,9099,N/A,1,N/A,0,level_3
9247,9247,IT,7,junior,0,level_5
12576,12576,IT,5,specialist,0,level_4
24211,24211,IT,0,associate,0,N/A
16745,16745,IT,0,junior,1,
1777,1777,Operation Research,5,,0,
7009,7009,Human Resources,7,junior,0,level_4
376,376,Operation Research,2,junior,0,level_2
2146,2146,Data Science,-1,N/A,0,level_5
16992,16992,IT,9,junior,0,level_1
2512,2512,IT,2,,0,N/A
21156,21156,,9,junior,0,level_1
24495,24495,N/A,3,associate,0,
20407,20407,Product Management,-1,,1,
9636,9636,Data Science,-1,associate,1,
21700,21700,Product Management,6,senior,0,N/A
2043,2043,Operation Research,6,specialist,0,level_2
4344,4344,Data Science,999,specialist,0,level_1
27546,27546,Operation Research,9,,0,level_5
24073,24073,Product Management,8,associate,0,level_2
24711,24711,IT,4,senior,0,level_4
20277,20277,Data Science,2,N/A,0,N/A
14396,14396,,2,associate,0,
8598,8598,N/A,0,N/A,0,level_4
13559,13559,,5,,1,level_5
29144,29144,Product Management,1,N/A,1,level_2
13469,13469,Human Resources,3,senior,0,
10770,10770,Product Management,9,,0,N/A
5367,5367,N/A,4,junior,0,level_1
15971,15971,Data Science,4,specialist,0,level_1
181,181,Operation Research,8,specialist,0,level_5
25008,25008,Human Resources,9,associate,1,level_3
10646,10646,,3,,0,level_5
2805,2805,Human Resources,9,senior,0,N/A
19906,19906,IT,5,junior,0,N/A
7938,7938,Human Resources,4,N/A,0,level_2
21225,21225,Product Management,4,senior,0,level_1
10616,10616,,3,junior,0,level_1
16238,16238,Customer Support,1,junior,0,level_2
25745,25745,Customer Support,6,N/A,0,N/A
27914,27914,Product Management,6,junior,0,N/A
18612,18612,Product Management,8,,0,level_1
4263,4263,Human Resources,3,senior,0,level_3
1835,1835,Product Management,-1,N/A,0,level_4
26295,26295,Human Resources,2,junior,0,N/A
3784,3784,Product Management,7,specialist,0,level_5
10905,10905,IT,4,senior,0,level_5
24316,24316,Customer Support,-1,senior,0,level_2
25313,25313,Human Resources,6,specialist,0,level_2
6980,6980,Human Resources,1,junior,0,
11008,11008,Product Management,8,associate,1,level_5
15806,15806,Product Management,999,senior,0,level_3
27443,27443,Data Science,1,senior,0,level_2
8521,8521,Customer Support,8,junior,0,level_3
10997,10997,Product Management,6,N/A,0,level_2
14018,14018,Product Management,9,junior,0,level_3
28301,28301,Product Management,3,senior,0,
479,479,IT,6,,0,level_1
10310,10310,,0,specialist,0,level_4
